reply_id,reply_status_id,reply_member_id,reply_date,reply_content,reply_approved,reply_ip_address
698,3006,9534,1473960630,"
<p>
	I believe that you aswell deserve a apology! I just got really riled up because of the things the goat molesters do to my people (and yours too) and I have been to kosovo and seen what they do to the christians there aswell. I am sorry for offending you and your people and I hope you will accept my apology.
</p>

<p>
	As the hungarian said: At this point we have to stick together and drive them out. It won't get better if we fight amongst each other.
</p>
",1,77.68.251.51
725,3049,9872,1497550777,"<p>
	Ja, die FAP sagt mir nichts.
</p>",1,2a02:810d:af40:c64:4999:7f2:f609:ff49
726,3049,14568,1497553226,"
<p>
	Fange einfach mal mit google an. Da findest Du relativ viel zur FAP.
</p>

<div class=""ipsEmbeddedVideo"">
	<div>
		<iframe allowfullscreen=""true"" frameborder=""0"" height=""344"" src=""https://www.youtube.com/embed/zKWzwhTfSVU?feature=oembed"" width=""459""></iframe>
	</div>
</div>

<p>
	Wenn Dich interessiert wie die Szene früher so war bestelle Dir die Kühnen Biographie von Breuninger.
</p>

<p>
	Neutral geschrieben und echt lesenswert.
</p>

<p>
	 
</p>
",1,46.105.100.149
720,3042,13167,1494933269,"<p>
	We've already got a discord group though.
</p>",1,2601:40b:c201:959:8866:3ada:fb23:e049
721,3029,13831,1495088596,"<p>
	try messaging him again - hes got a open inbox now.
</p>",1,163.172.223.200
722,3049,9872,1497550329,"<p>
	Das Layout ist nicht unbedingt übersichtlich, aber Content sieht ganz gut aus. Danke!
</p>",1,2a02:810d:af40:c64:4999:7f2:f609:ff49
723,3049,14568,1497550431,"
<p>
	Manchmal kommt es eben auf den Inhalt an.... ;-)
</p>

<p>
	Wenn ich and die alten FAP Hefte usw. denke ist das ja noch erste Sahne.
</p>
",1,94.242.59.163
724,3049,14568,1497550677,"
<p>
	Aber als die FAP verboten wurde warst Du 7... Also weit vor Deiner Zeit.
</p>

<p>
	 
</p>
",1,94.242.59.163
693,2972,9583,1468958447,"<p>
	Its good.  I need more of this in my life which is why I'm learning to photoshop.  We need to play up our tactical military aesthetic.
</p>",1,209.164.239.146
694,2972,7757,1468958541,"<p>
	I've done it while I was in a ameriboo phase. One of my favorite works by the way.
</p>",1,191.17.64.250
699,3005,9792,1474055984,"<p>
	It was a few years ago mate, returned home to care for parents in final months. Not sure, AFA were threatening show up in Larne last weekend, we are still waiting!
</p>",1,81.136.78.212
700,3007,9912,1475442299,"
<p>
	No, I don't worship trees or deers. But unlike god, at least I can prove that trees exist.
</p>

<p>
	PS: If you want to see faggots and child molesters, visit Vatican.
</p>
",1,46.135.216.10
701,2977,9481,1476202471,"<p>
	Read Chamberlain first.
</p>",1,62.195.170.185
702,2977,56,1476217973,"<p>
	Foundations of the 19th century?
</p>",1,82.15.142.25
703,2977,9481,1476268667,"<p>
	Yes.
</p>",1,62.195.170.185
704,3011,9446,1479079004,"<p>
	I'd suggest that you do more reading/lurking than posting until you are more familiar with the forum. All new users have a tough time here in the beginning, learn from it and get better. 
</p>",1,71.241.152.43
705,3011,13616,1479079694,"<p>
	Thank you.
</p>",1,148.75.91.64
706,3012,2170,1479853273,"
<p>
	If you have the time, you can get a DS account and post all the <abbr title=""National Action"">NA</abbr> material yourself. Andrew says he's interested in publishing those articles, he just doesn't have the time to do it himself. 
</p>

<p>
	If not you, then someone else at <abbr title=""National Action"">NA</abbr>.
</p>
",1,198.48.212.4
707,3012,6260,1479885508,"<p>
	I'm not sure what you mean,  we've posted it in the bbs section.
</p>",1,81.148.244.229
708,3013,9861,1479887070,"<p>
	ayo gimme isaiah uh i mean jeremiah 1:2 man, the bible'll tell you the jews was black man
</p>",1,47.188.34.22
709,3013,13661,1479935512,"<p>
	shieeet
</p>",1,2601:404:8100:3f28:d42b:76d7:fcfb:9f74
757,3070,14841,1507495156,"
<p>
	can i get a quick he'll yeah for the boys?
</p>

<p>
	 
</p>
",1,173.81.167.149
