content_id,content_type,content_app,content_location,content_path,content_name,content_data,content_content,content_long_version,content_date
	border-color: rgba(255,255,255,0.1);
}

/* Sub categories */
.cGalleryCats > .ipsGrid{ margin-bottom: 0; }
.cGalleryCats{ padding-bottom: 0; }
.cGalleryCats ul.ipsGrid > li{ margin-bottom: 7px; }

/* Gallery widget */
.cGalleryWidget > div:first-child{ background: transparent; }

#elGalleryHeader{ margin: 0 0 15px 0; }
#elGalleryImage{ border-radius: 3px 3px 0px 0px; }
#elGalleryNav{ border-radius: 0px 0px 3px 3px; }
.cGalleryAlbumSlider .ipsAreaBackground,
.cGalleryAlbumSlider .cGalleryTrimmedImage{ background-color: transparent; }
.cGalleryAlbumSlider li{ border-color: transparent; }

#elGalleryImage{ background: rgba(20,20,20,0.9); }
#elGalleryNav{ background: rgba(10,10,10,0.92); }

/* Profile ""Albums"" tab */
.cProfileAlbum .ipsImage{
	max-height: 120px;
	display: block;
	margin: 15px auto 0 auto;
}




/* ================= */
/*     DOWNLOADS     */
/* ================= */

#elDownloadsCategories{ margin-top: 0; }

/* Dropzone background */
#elDownloadsSubmit .ipsAreaBackground{ background: none; }

#elDownloadsSubmit_progress.ipsSticky{ background-color: {theme=""area_background_reset""}; }

/* Step: make ""step_background"" setting redundant */
.cDownloadsSubmit_step{
	background: {theme=""area_background_dark""};
}


/* ============= */
/*     NEXUS     */
/* ============= */

/* Support Tickets */
/* body.ipsApp .cNexusSupportMessage{ border: 1px solid rgba(0,0,0,0.1); } */
/* .cNexusSupportMessage_message{ background-color: rgba(255,255,255,0.1); } */
.cNexusSupportMessage_m .cNexusSupportMessage_author,
.cNexusSupportMessage_a .cNexusSupportMessage_author { background: rgba(102,139,204,0.13); }
.cNexusSupportMessage_s .cNexusSupportMessage_author { background: rgba(133,192,115,0.2); }
.cNexusSupportMessage_e .cNexusSupportMessage_author { background: rgba(153,153,153,0.1); }
.cNexusSupportMessage_h .cNexusSupportMessage_author { background: rgba(248,197,58,0.2); }

/* Support widget */
#elNexusActions > li > a:hover{ background-color: rgba(255,255,255,0.1); }

/* Cart user bar */
.cUserNav_icon a{ font-size: inherit; }
#elCart .ipsNotificationCount{ right: -5px; left: auto; }
html[dir=""rtl""] #elCart .ipsNotificationCount{ left: -5px; right: auto; }

/* Product Listing */
.cNexusPurchaseList h2.ipsType_sectionHead,
.cNexusPurchaseList .ipsType_blendLinks:not(.ipsType_noUnderline) a:hover:not(.ipsType_noUnderline){ color: inherit; }

/* Purchase */
html[dir=""ltr""] .cNexusPurchase,
html[dir=""rtl""] .cNexusPurchase{
	margin: 0;
}

/* Step: make ""step_background"" setting redundant */
.cReferralBadge,
.cNexusStep_step,
.cNexusActionBadge:not(.cNexusActionBadge_off){
	background: {theme=""area_background_dark""};
}



/* ================ */
/*     CALENDAR     */
/* ================ */

/* Add background back to calendar dates */
.ipsBox.ipsAreaBackground .cCalendarWeek .ipsAreaBackground_reset{
  	background: {theme=""area_background_reset""};
}

/* Prevent navigation from breaking on mobile */
div[data-role=""calendarNav""]{
  	overflow: hidden;
  	text-overflow: ellipsis;
  	white-space: nowrap;
}

/* Featured event titles */
.ipsPageHead_special a{ color: inherit; }

/* Blank calendar cell */
.cCalendar td.cCalendar_nonDate { background: rgba(255,255,255,0.03); }

/* Calendar Add button: reset line-height */
.ipsButton.cCalendar_miniAddEvent{ line-height: 1.4rem; }

/* Calendar submit */
.cCalendarSubmit_field .fa{ top: 5px; }

/* Week view - ""Today"" */
.cCalendarWeek div.cCalendar_today h2.ipsType_sectionHead,
.cCalendar_today .ipsType_light{ color: inherit; }
/* .cCalendarWeek_day{ box-shadow: 0px 0px 0px 1px rgba(0, 0, 0, 0.06) inset; } */



/* ============= */
/*     BLOGS     */
/* ============= */

.ipsTruncate > .ipsTruncate_more:before{ border-top-color: rgba(255,255,255,0.06); }
.ipsTruncate > .ipsTruncate_more:hover:before{ border-top-color: rgba(255,255,255,0.1); }
.cBlogView_entry{ border-bottom-color: rgba(255,255,255,0.08); }
.cBlogInfo_content:after{ background: linear-gradient(to bottom, rgba(35,35,35,0) 0%,{theme=""area_background_reset""} 100%); }

/* Remove background on blog index */
.cBlogList.ipsAreaBackground{ background: none; }

/* Remove margins on blog index */
.cBlogList .ipsDataItem{ margin: 0; }



/* ============ */
/*     CHAT     */
/* ============ */

#elChatTabs { background: {theme=""area_background""}; }
#elChatWrapper { border: 0; }
#elChatTabBar > li > a:not( .ipsTabs_activeItem ) { background: none; }

@media screen and (min-width: 767px) {
	#elChatTabBar > li > a:not( .ipsTabs_activeItem ) { color: {theme=""text_color""}; }
}

.cChatTab { border-right: 1px solid rgba(255,255,255,0.1); }
.cChatUserRow{ {prefix=""transition"" value=""none""} }
.cChatUserRow:hover, .cChatUserRow_hover { background: rgba(255,255,255,0.02); }

.cChatRow .cChatRow_user, .cChatRow .cChatRow_content, .cChatRow .cChatRow_date { border-bottom: 1px solid rgba(255,255,255,0.1); }

.cChatRow .cChatRow_user { color: #d6d6d6; }
.cChatRow_date { color: #b0b0b0; }
.cChatRow.cChatRow_notice { color: #eaeaea; }
.cChatRow.cChatRow_me { color: #d6d6d6; }
.cChatRow_system { background: {theme=""moderated""}; }
.cChatRow_own { background: rgba(255,255,255,0.03); }
.cChatRow_own .cChatRow_user, .cChatRow_own .cChatRow_content, .cChatRow_own .cChatRow_date { border-color: rgba(255,255,255,0.1); }

@media screen and (max-width: 767px) {
	.cChatRow .cChatRow_user { background: rgba(255,255,255,0.04); }
	.cChatRow_own .cChatRow_user { background: rgba(255,255,255,0.06); }
}



/* =========== */
/*     CMS     */
/* =========== */

/* Allow .cCmsCategoryFeaturedEntry to have .ipsPad padding */
.cCmsCategoryFeaturedEntry.ipsPad{ padding: 15px; }

/* Remove borders from columns */
.cmsCategory2col .ipsGrid_span6:nth-of-type(1),
.cmsCategory3col .ipsGrid_span4:nth-of-type(1), .cmsCategory3col .ipsGrid_span4:nth-of-type(2){ padding: 0; border: 0; }

.ipsWidget.ipsWidget_horizontal[data-blockid^=""app_cms""]:not(.ipsBox) .ipsWidget_title{
	margin-top: 0;
}

/* Add padding to .ipsBox widgets */
.ipsWidget.ipsWidget_horizontal.ipsBox[data-blocktitle=""Database""]{ padding: 10px; }

/* Remove widget background from blocks which contain .ipsBox */
.ipsWidget[data-blocktitle=""Database""]{
	background: none;
	border: 0;
	border-radius: 0;
}

/* Add padding to WYSIWYG boxes */
.ipsWidget[data-blocktitle*=""WYSIWYG""] .ipsWidget_inner{ padding: 12px; }

/* ======================== */
/*     WIDGET CONTAINER     */
/* ======================== */

.cWidgetContainer.cWidgetContainer_managing{ background: rgba(255,255,255,0.25); }
.cWidgetContainer.cWidgetContainer_managing:before{ border-color: rgba(255,255,255,0.3); }
.cSidebarBlock_managing{ background: rgba(255,255,255,0.2); }


/* ====================== */
/*     MINIMAL LAYOUT     */
/* ====================== */

/* Hide top elements */
.ipsLayout_minimal .preContentPadding{ display: none; }

/* Stretch content to full width instead of collapsed table */
.ipsLayout_minimal #ipsLayout_mainArea{ display: block; }



/* ========================== */
/*     FONT AWESOME ICONS     */
/* ========================== */

/* User navigation icons */
#elUserNav .fa-bell:before { content: ""\f0ac""; }
#elUserNav .fa-envelope:before { content: ""\f01c""; }
#elUserNav .fa-warning:before { content: ""\f06a""; }

#elUserLink_menu li[data-menuItem='admincp'] i{ display: none; }

#elUserLink_menu a:before,
#elCreateNew_menu a:before{
	content: ""\f02b"";
	font-family: ""FontAwesome"";
	font-size: 14px;
	font-weight: normal;
	display: inline-block;
	-webkit-font-smoothing: antialiased;
	-moz-osx-font-smoothing: grayscale;
	{prefix=""transform"" value=""translate(0,0)""}
  	margin-bottom: -2px;
  	line-height: 1;
}

#elUserLink_menu a:before, #elCreateNew_menu a:before{ display: inline-block; width: 22px; opacity: 0.7; }
#elUserLink_menu a:hover:before, #elCreateNew_menu a:hover:before{ opacity: 1; }

#elUserLink_menu li[data-menuItem='profile'] a:before{ content: ""\f007"" }
#elUserLink_menu li[data-menuItem='messages'] a:before{ content: ""\f01c"" }
#elUserLink_menu li[data-menuItem='manageFollowed'] a:before{ content: ""\f1d8"" }
#elUserLink_menu li[data-menuItem='attachments'] a:before{ content: ""\f0c6"" }
#elUserLink_menu li[data-menuItem='settings'] a:before{ content: ""\f013"" }
#elUserLink_menu li[data-menuItem='ignoredUsers'] a:before{ content: ""\f05e"" }
#elUserLink_menu li[data-menuItem='modcp'] a:before{ content: ""\f046"" }
#elUserLink_menu li[data-menuItem='admincp'] a:before{ content: ""\f023"" }
#elUserLink_menu li[data-menuItem='signout'] a:before{ content: ""\f08b"" }

#ipsLayout_mainNav a:before{ margin-right: 3px; opacity: 0.6; }
#ipsLayout_mainNav a:hover:before, #ipsLayout_mainNav a.ipsNavActive:before{ opacity: 1; }
html[dir=""rtl""] #ipsLayout_mainNav a:before{ margin-right: 0; margin-left: 3px; }

#elCreateNew_menu a:before{ content: ""\f0fe"" }
#elCreateNew_menu a[href*=""announcements""]:before{ content: ""\f0a1"" }
#elCreateNew_menu a[href*=""module=status""]:before{ content: ""\f086"" }
#elCreateNew_menu a[href*=""/files/""]:before { content:""\f019"" }
#elCreateNew_menu a[href*=""/gallery/""]:before { content:""\f03e"" }
#elCreateNew_menu a[href*=""/blogs/""]:before { content:""\f02d"" }
#elCreateNew_menu a[href*=""/calendar/""]:before { content:""\f073"" }
#elCreateNew_menu a[href*=""/articles""]:before { content:""\f0f6"" }
#elCreateNew_menu a[href*=""/forum/""]:before { content:""\f086"" }


/*
	----------------
	STREAMS
	----------------
*/

#elStreamFilterForm{
	border: 0;
	box-shadow: none;
  	background-color: {theme=""area_background_reset""};
  	z-index: 4999 !important; /* Force the bar beneath the header, for shadows, etc */
}

	#elStreamFilterForm + #ipsStickySpacer{
		display: none;
	}

.cStreamFilter {
	border: 1px solid rgba(255,255,255,0.1);
	background-color: {theme=""area_background_reset""};
	background-image: linear-gradient(to bottom, rgba(255,255,255,0.03) 0%,rgba(0255,255,255,0) 100%);	
	box-shadow: 0px 1px 2px rgba(0,0,0,0.3);
	padding-top: 10px;
	padding-bottom: 10px;
}

	.cStreamFilter > li > a {
		border-right: 1px solid rgba(255,255,255,0.1);
	}
	
		.cStreamFilter > li > a.cStreamFilter_active {
			background: {theme=""area_background_dark""};
			border-color: transparent;
			border-radius: 3px;
		}
		
	.cStreamFilter h3 {
		color: currentColor;
	}

.cStreamFilter a {
	color: {theme=""text_color""};
}

.cStreamForm_list li a.ipsSideMenu_item.ipsSideMenu_itemActive + .cStreamForm_menu,
.cStreamForm_list li a.ipsSideMenu_item:not( .ipsSideMenu_itemActive ):hover + .cStreamForm_menu {
	background: rgba(255,255,255,0.1);
}

.cStreamForm_list li a.ipsSideMenu_item.ipsSideMenu_itemActive + .cStreamForm_menu.cStreamForm_menuActive {
	background: rgba(255,255,255,0.05);
}

html[dir=""ltr""] .cStreamForm_nodes,
html[dir=""rtl""] .cStreamForm_nodes {
    border-color: rgba(255,255,255,0.1);
}

/* =================== */
/*     MINOR FIXES     */
/* =================== */

/* Make tabs occupy full width: the default theme works fine with this code. Not sure why it needs to be adjusted, but it does */
/* .ipsTabs.ipsTabs_stretch [role=""tablist""]{ table-layout: auto; } */

/* Fix margin bug on footer */
body{ padding-bottom: 1px; }

/* Hide collapsed forums */
.cForumRow_hidden .ipsBox{ display: none; }

/* Theme selection */
#elNavTheme_menu .ipsButton_link{ color: {theme=""ipsf_popupText""}; }

/* Make wizard use single 2x image */
html[dir=""ltr""] .ipsApp .ipsStepBar > .ipsStep > a, html[dir=""ltr""] .ipsApp .ipsStepBar > .ipsStep > span { background-image: url( {resource=""wizard_step_large@2x.png"" app=""core"" location=""front""} ); background-size: 238px 110px; }
html[dir=""rtl""] .ipsApp .ipsStepBar > .ipsStep > a, html[dir=""rtl""] .ipsApp .ipsStepBar > .ipsStep > span { background-image: url( {resource=""wizard_step_large_rtl@2x.png"" app=""core"" location=""front""} ); background-size: 238px 110px; }
html[dir=""ltr""] .ipsApp .ipsStepBar > .ipsStep + .ipsStep.ipsStep_active:after { background-image: url( {resource=""wizard_step_extra@2x.png"" app=""core"" location=""front""} ); }
html[dir=""rtl""] .ipsApp .ipsStepBar > .ipsStep + .ipsStep.ipsStep_active:after { background-image: url( {resource=""wizard_step_extra_rtl@2x.png"" app=""core"" location=""front""} ); }

/* FontAwesome blur fix */
.ipsMenu_item > a{ {prefix=""transform"" value=""translate(0,0)""} }

/* Page title */
.ipsPageHeader{ padding: 20px; margin: 0; margin-bottom: 10px; }
.ipsPageHeader .ipsSpacer_bottom{ margin-bottom: 0; }

/* Remove background from My Content page */
#elUserContent .ipsTabs_panel,
/* Remove from Activity Stream */
#elActivity .ipsTabs_panel{ background: none transparent; }

/* Fix alignment of absolute checkboxes in dropdown menus */
/* .ipsMenu_selectable a{ position: relative; } */

/* Remove top borders from data-list if they exist */
.ipsDataList:not(.ipsGrid) .ipsDataItem:first-child{ border-top: 0; }

/* Make inputs and labels inherit global font */
.ipsApp label:not( .ipsField_unlimited ), .ipsApp input, .ipsApp button, .ipsApp select, .ipsApp textarea {
	font-family: inherit;
	font-size: inherit;
}

.ipsApp select{ font-size: 1.3rem !important; }

/* Reset width class on child elements */
.ipsLayout_container .ipsLayout_container:not(.forceWidth) { max-width: none; padding: 0; margin: 0; }

/* Stop noHover buttons from hover and active effect */
.ipsApp .ipsButton_noHover:hover, .ipsApp .ipsButton_noHover:active{ box-shadow: inherit; }

/* Adjust z-index values so header menus don't go under the content divs */
#ipsLayout_header{ z-index: 5; }
#ipsLayout_body{ z-index: 1; }

/* Remove margins on ""newVersion"" download field and possibly other areas */
.ipsFieldRow_section{ margin: 0; }






/* ========================= */
/*     RESPONSIVE STYLES     */
/* ========================= */

/* Hide mobile search on desktops to fix Firefox responsive bug */
@media screen and (min-width: 980px){
	#respSearch{ display: none; }
  
	.hideOnDesktop{ display: none !important; }
}

/* Minimalistic break-point */

@media screen and (max-width: 979px){
	
	.hideOnMobile{ display: none !important; }
	
	#elFooterLinks{ padding-bottom: 5px; }
	#ipsLayout_footer #elCopyright{ float: none; text-align: center; }
	#ipsLayout_footer .ipsPos_left{ float: none; }
	.ipsfocusCopyright{ text-align: center; }
	
	/* Mobile header padding */
	#ipsLayout_header > .ipsLayout_container{ padding: 0; }
	#header{ padding: 0 15px; }
	
	/* Make responsive sidebar padding the same as main content padding */
	#ipsLayout_sidebar{ padding-left: 15px; padding-right: 15px; }
	
	/* Post count on forum index */
	.ipsDataItem_statsLarge .ipsDataItem_stats_number{ font-size: inherit; }
  
  	/* Hide inputs so css version is shown */
  	.ipsDataItem_modCheck input[type=""checkbox""], .ipsDataItem:hover .ipsDataItem_modCheck input[type=""checkbox""]{ opacity: 0.001; }
}

/* Tablets */

@media screen and (max-width: 767px) {

	/* Mobile pagination alignment */	
	.ipsButtonBar, .ipsPagination{ position: relative; }
	.ipsPagination .ipsPagination_pageJump{ top: 0; }

	.ipsTabs{ border-top: 0; }
	
	#ipsLayout_sidebar{ padding-left: 10px; padding-right: 10px; padding-top: 10px; }
  
}




/* ================= */	
/*     BUG FIXES     */
/* ================= */

/* Force small thumbnail size when viewing product in Nexus */
body[data-pagecontroller=""invoices""] .ipsDataItem_size2{ max-width: 75px; }

/* Overflow in sidebar hides box shadows - not sure if this has side effects */
#ipsLayout_sidebar{ overflow: auto; }
/* Fix for the above hack */
#elContextualTools{ padding-left: 0; padding-right: 0; margin-left: 0; margin-right: 0; }

/* Hyphens in firefox */
.ipsType_break{ -moz-hyphens: none; }

/* Remove borders from autocomplete mini input fields in RTL */
html[dir=""rtl""] .ipsApp .ipsField_autocomplete input[type=""text""]{ border: 0; }

/* Fix ""Moderation Actions"" from jumping when clicked */
.ipsApp .ipsButton_link{ border: 1px solid transparent !important; box-shadow: none !important; background: none transparent !important; }

/* Clearfixes */
.ipsSubNavigation .ipsList_inline:after,
.ipsBreadcrumb ul:after,
/* ul[role=""tablist""]:after,
.ipsPhotoPanel:after, */
#ipsLayout_footer .ipsLayout_container:after{
	visibility: hidden;
	display: block;
	font-size: 0px;
	content: "" "";
	clear: both;
	height: 0px;
}

/* Block manager */
#elWidgetControls{ background: #222; box-shadow: none; }
#elSidebarManager, #elSidebarManager .ipsType_light{ color: #aaa; }

/* Completely hide unused sidebar. By default, width is 1px */
body:not( .cWidgetsManaging ) #ipsLayout_sidebar.ipsLayout_sidebarUnused, body.ipsLayout_sidebarUnused:not( .cWidgetsManaging ) #ipsLayout_sidebar{ visibility: hidden; }

/* Who was online */
.ipsWidget[data-blockid*=""whowasonline""] .ipsWidget_inner,
/* Members block */
.ipsWidget[data-blockid*=""app_core_members""] .ipsWidget_inner{ padding: 15px; }

/* Dark */",10000,1485157758
